pos	gene	strand	head.reads	ratio1_1											
1519358	MMP1565	+	15	1.164833											
1519479	MMP1566	+	9	1.163633											
1520443	MMP1567	+	770	1.176605											
1520446	MMP1567	+	2931	4.596315											
1520454	MMP1567	+	163	1.730938											
1520456	MMP1567	+	140	3.12118											
1520458	MMP1567	+	21	1.524987											
1520484	MMP1568	-	19	1.413034											
1520491	MMP1568	-	61	1.648929											
1520494	MMP1568	-	35	1.179486											
1523387	MMP1573	-	7	1.69993											
1526092	MMP1577	-	200	8.692012											
1526296	MMP1576	+	49	1.111363											
1526324	MMP1576	+	41	1.179039											
1526352	MMP1576	+	18	1.14516											
1528734	MMP1578	+	7	1.047945											
1529171	MMP1579	+	908	2.423195											
1529179	MMP1579	+	61	1.42657											
1529187	MMP1579	+	22	1.314281											
1529199	MMP1579	+	11	1.207543											
1533589	MMP1582	+	8	1.347811											
1534084	MMP1583	+	145	2.959433											
1534093	MMP1583	+	16	1.280697											
1534149	MMP1583	+	7	1.179483											
1534831	MMP1584	+	391	3.696533											
1534846	MMP1584	+	10	1.294109											
1534851	MMP1584	+	7	1.291655											
1536059	MMP1586	+	553	2.34223											
1536065	MMP1586	+	46	1.348482											
1536100	MMP1586	+	7	1.107691											
1536139	MMP1586	+	6	1.187494											
1536483	MMP1588	-	74	6.285337											
1539343	MMP1589	+	43	1.190265											
1539375	MMP1589	+	25	1.183822											
1539381	MMP1589	+	53	1.746468											
1539387	MMP1589	+	7	1.304335											
1540235	MMP1590	+	15	1.416655											
1541172	MMP1592	-	30	2.153802											
1541187	MMP1592	-	15	1.230766											
1543167	MMP1594	-	6	1.545405											
1543763	MMP1595	-	10	1.9999											
1543787	MMP1595	-	10	1.416649											
1548000	MMP1599	+	28	1.571417											
1549695	MMP1602	-	9	1.529381											
1551357	MMP1604	-	36	1.734679											
1551467	MMP1603	+	8	1.066115											
1556013	MMP1608	+	191	2.527988											
1556019	MMP1608	+	14	1.202896											
1556025	MMP1608	+	15	1.348829											
1557185	MMP1609	+	399	2.183973											
1557191	MMP1609	+	18	1.211762											
1557199	MMP1609	+	16	1.410246											
1557880	MMP1611	-	15	1.159573											
1557994	MMP1610	+	25	1.174824											
1559773	MMP1613	+	24	1.303794											
1559815	MMP1613	+	14	1.333325											
1559824	MMP1613	+	6	1.199993											
1561047	MMP1615	-	6	2.19976											
1561068	MMP1615	-	11	1.523785											
1561076	MMP1615	-	7	1.189184											
1561083	MMP1615	-	8	1.166663											
1561088	MMP1615	-	17	1.293098											
1561092	MMP1615	-	13	1.168829											
1561096	MMP1615	-	44	1.382605											
1561101	MMP1615	-	102	1.52577											
1563003	MMP1617	-	6	1.85702											
1565651	MMP1619	+	10	1.126581											
1565667	MMP1619	+	8	1.15686											
1565734	MMP1619	+	7	1.41174											
1565879	MMP1621	-	7	1.466636											
1565907	MMP1621	-	10	1.303021											
1565909	MMP1621	-	8	1.186042											
1565914	MMP1621	-	91	2.034079											
1565924	MMP1621	-	28	1.13793											
1566115	MMP1620	+	6	1.041666											
1566872	MMP1622	-	6	1.374977											
1569596	MMP1626	-	6	1.23076											
1570276	MMP1627	-	10	1.370357											
1570617	MMP1628	-	13	1.361101											
1572039	MMP1629	-	63	1.684775											
1572041	MMP1629	-	18	1.113923											
1574563	MMP1630	+	24	1.399993											
1574578	MMP1630	+	8	1.242417											
1574585	MMP1630	+	13	1.684175											
1575888	MMP1632	+	38	1.826069											
1575891	MMP1633	-	10	1.333322											
1575895	MMP1632	+	8	1.228565											
1575897	MMP1633	-	53	1.981463											
1577160	MMP1635	-	8	1.615337											
1577176	MMP1635	-	11	1.379297											
1577183	MMP1635	-	87	2.851024											
1577194	MMP1635	-	78	1.373204											
1578879	MMP1637	-	6	1.193542											
1578934	MMP1636	+	6	1.146338											
1582061	MMP1639	+	15	1.428559											
1583249	MMP1640	+	165	1.475503											
1583286	MMP1640	+	113	2.506647											
1583288	MMP1640	+	9	1.147539											
1583294	MMP1640	+	8	1.150941											
1583329	MMP1640	+	11	1.297289											
1583367	MMP1640	+	6	1.24999											
1584726	MMP1642	+	11	1.148647											
1584736	MMP1642	+	10	1.151513											
1585097	MMP1643	+	201	1.340677											
1585165	MMP1643	+	47	1.115763											
1585176	MMP1643	+	123	1.836729											
1585927	MMP1644	+	82	2.34424											
1585970	MMP1644	+	10	1.833264											
1586526	MMP1646	-	13	1.236359											
1586629	MMP1646	-	20	1.152671											
1586637	MMP1646	-	21	1.134615											
1586644	MMP1646	-	23	1.11917											
1586648	MMP1646	-	50	1.197628											
1586908	MMP1645	+	7	1.074467											
1588760	MMP1647	+	397	1.583823											
1588770	MMP1647	+	267	2.534474											
1588779	MMP1647	+	22	1.314281											
1588783	MMP1647	+	23	1.958293											
1590043	MMP1648	+	15	1.340901											
1592663	MMP1652	-	16	2.454413											
1592672	MMP1652	-	15	1.652146											
1597216	MMP1653	+	6	2.19976											
1600188	MMP1656	-	10	1.31249											
1600243	MMP1655	+	11	1.32352											
1600887	RNA_24	-	10	1.499975											
1600890	RNA_24	-	45	2.184179											
1600895	RNA_25	-	10	1.088495											
1600898	RNA_25	-	12	1.088888											
1600899	RNA_24	-	42	1.285712											
1600988	RNA_23	-	16	1.076923											
1600995	RNA_23	-	23	1.085821											
1600996	RNA_22	-	44	1.151202											
1600997	RNA_23	-	8	1.023881											
1601157	RNA_21	-	9	1.149998											
1601172	RNA_21	-	11	1.159418											
1601177	RNA_21	-	16	1.161615											
1601179	RNA_21	-	19	1.158332											
1601182	RNA_21	-	31	1.191357											
1601302	RNA_21	-	93	1.320689											
1601571	RNA_20	+	316	1.741782											
1601575	RNA_20	+	49	1.159609											
1601577	RNA_20	+	143	2.043788											
1601580	RNA_20	+	37	1.440471											
1601588	RNA_20	+	14	1.274504											
1602804	MMP1658	-	6	1.117645											
1602846	MMP1658	-	8	1.126982											
1602856	MMP1658	-	16	1.192769											
1602862	MMP1658	-	50	1.35971											
1602869	MMP1658	-	382	1.704796											
1602876	MMP1658	-	134	1.129344											
1602899	MMP1658	-	259	1.182651											
1603330	MMP1659	-	6	1.299985											
1603411	MMP1659	-	7	1.249991											
1603414	MMP1659	-	9	1.224994											
1603432	MMP1659	-	17	1.253728											
1604895	MMP1662	-	6	1.130432											
1604903	MMP1662	-	9	1.166664											
1604963	MMP1662	-	20	1.235291											
1605132	MMP1661	+	23	1.232321											
1607987	MMP1664	+	11	1.846089											
1613998	MMP1671	+	6	1.428541											
1620493	MMP1679	-	7	1.874891											
1620502	MMP1679	-	16	1.666639											
1620571	MMP1679	-	24	1.252629											
1620717	MMP1678	+	8	1.126982											
1622736	MMP1681	-	13	1.342096											
1622893	MMP1681	-	38	1.28358											
1622995	MMP1680	+	15	1.081521											
1626372	MMP1684	-	7	1.12727											
1626481	MMP1683	+	42	1.626856											
1627073	MMP1685	-	111	1.173709											
1627084	MMP1685	-	114	1.249452											
1627140	MMP1685	-	87	1.142157											
1627487	RNA_43	-	6	1.428541											
1627490	RNA_43	-	25	1.892825											
1627499	RNA_43	-	355	2.606328											
1627510	RNA_43	-	163	1.191539											
1629279	MMP1687	+	7	1.241371											
1629368	MMP1687	+	6	1.35292											
1629878	MMP1689	-	9	1.138459											
1629895	MMP1689	-	26	1.406244											
1629940	MMP1688	+	14	1.172837											
1629943	MMP1688	+	26	1.481473											
1631260	MMP1691	-	20	1.799968											
1631265	MMP1691	-	13	1.199997											
1631270	MMP1691	-	109	1.37979											
1631276	MMP1691	-	259	1.420454											
1631279	MMP1691	-	1366	2.322361											
1632517	MMP1692	-	6	1.124997											
1632559	MMP1692	-	7	1.129627											
1632581	MMP1692	-	8	1.119401											
1632680	MMP1692	-	13	1.17105											
1632683	MMP1692	-	12	1.122448											
1632687	MMP1692	-	115	1.927412											
1633859	MMP1693	-	19	1.208789											
1633899	MMP1693	-	10	1.103092											
1633901	MMP1693	-	17	1.158877											
1633906	MMP1693	-	243	2.349993											
1634090	MMP1694	-	193	2.581954											
1635291	MMP1695	-	8	1.114284											
1635371	MMP1695	-	20	1.210524											
1636249	MMP1696	-	17	1.168315											
1636270	MMP1696	-	24	1.161073											
1636840	MMP1697	-	10	1.108694											
1636858	MMP1697	-	1287	13.027925											
1640221	MMP1698	+	22	1.366661											
1640224	MMP1698	+	6	1.171424											
1640389	MMP1698	+	59	1.199324											
1640395	MMP1698	+	29	1.107806											
1640875	MMP1699	+	7	1.318167											
1642345	MMP1700	+	65	1.714278											
1642360	MMP1700	+	32	2.185141											
1644012	MMP1702	+	24	1.136363											
1644022	MMP1702	+	34	1.274191											
1644069	MMP1702	+	24	1.374994											
1644188	MMP1702	+	5612	10.709326											
1644197	MMP1702	+	73	1.403313											
1644340	RNA_50	+	22	1.578932											
1644342	RNA_50	+	11	1.47824											
1644922	MMP1704	-	17	1.16346											
1645057	MMP1704	-	15	1.115384											
1645076	MMP1704	-	32	1.160803											
1645137	MMP1703	+	32	1.128514											
1646084	MMP1706	-	7	1.093332											
1646301	MMP1707	-	36	1.493144											
1646303	MMP1707	-	11	1.101851											
1647241	MMP1708	-	57	2.163242											
1647267	MMP1708	-	16	1.119402											
1647285	MMP1708	-	118	1.393332											
1647294	MMP1708	-	508	1.597646											
1647649	MMP1710	-	45	1.249999											
1647691	MMP1710	-	60	1.23622											
1648188	MMP1711	-	6	1.461503											
1648360	MMP1711	-	8	1.166663											
1648363	MMP1711	-	8	1.133331											
1648366	MMP1711	-	12	1.166664											
1649171	MMP1712	-	9	1.321417											
1651161	MMP1714	-	12	1.124999											
1651167	MMP1714	-	109	1.756939											
1653225	MMP1717	-	13	1.393927											
1659665	MMP1720	+	7	1.218743											
1660301	MMP1721	+	175	4.070122											
1660304	MMP1721	+	7	1.142854											
1660315	MMP1721	+	13	1.812449											
1661144	MMP1722	+	13	1.106557											
