Dataset 2. The predicted transcription termination sites of Term-Seq.,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. avermitilis,,,,S. clavuligerus,,,,S. coelicolor,,,,S. griseus,,,,S. lividans,,,,S. tsukubaensis,,,,S. venezuelae,,,
Reference genome,Strand,Position,z-score,Reference genome,Strand,Position,z-score,Reference genome,Strand,Position,z-score,Reference genome,Strand,Position,z-score,Reference genome,Strand,Position,z-score,Reference genome,Strand,Position,z-score,Reference genome,Strand,Position,z-score
,,,,,,,,NC_003888,+,6652313,13.2637358321,NC_010572,+,7631335,28.4542915949524,CP009124,-,4269554,12.1305124825048,CP020700,-,1262890,12.8435806977622,,,,
,,,,,,,,NC_003888,+,4582224,14.146848544708,NC_010572,+,2054524,14.2536941786355,CP009124,+,4293454,12.1232826672135,CP020700,-,1871002,12.8361919382466,,,,
,,,,,,,,NC_003888,+,6209220,17.9709246113249,NC_010572,+,4096079,40.2183224544031,CP009124,+,5883613,12.122928550519,CP020700,+,4232737,12.8174728664899,,,,
,,,,,,,,NC_003888,+,2315190,62.8117911058056,NC_010572,+,5817070,14.5127802422341,CP009124,+,5314234,12.1171370143423,CP020700,-,4180492,12.8168844363002,,,,
,,,,,,,,NC_003888,+,4318380,12.112250598906,NC_010572,+,6578017,13.0655624042268,CP009124,-,5936052,12.1170661087436,CP020700,+,3937800,12.8064740040688,,,,
,,,,,,,,NC_003888,+,7529133,15.3114657299894,NC_010572,+,985238,26.7273587232575,CP009124,+,3930948,12.1164506451891,CP020700,+,1031588,12.8011056526825,,,,
,,,,,,,,NC_003888,+,5800770,32.2802809255379,NC_010572,+,4829352,13.3646799604302,CP009124,-,3315871,12.1095476878194,CP020700,+,3742731,12.7945631488313,,,,
,,,,,,,,NC_003888,+,6055436,19.0526650428361,NC_010572,+,844768,27.5720265282194,CP009124,+,3548092,12.1077106859735,CP020700,-,6324932,12.7833771987946,,,,
,,,,,,,,NC_003888,+,5397952,20.8477945778215,NC_010572,+,4850941,17.6908214474253,CP009124,-,6092355,12.0902190740644,CP020700,-,6996357,12.778198671102,,,,
,,,,,,,,NC_003888,+,8332021,49.7965623512633,NC_010572,+,5802515,16.1586612680317,CP009124,+,6032154,12.0863427287427,CP020700,+,4354234,12.7764964303225,,,,
,,,,,,,,NC_003888,+,7422704,141.428904330297,NC_010572,+,2640533,13.1444042893164,CP009124,+,5178449,12.0858109270376,CP020700,+,5870643,12.7745229021226,,,,
,,,,,,,,NC_003888,+,8485937,15.7587845742676,NC_010572,+,1287720,14.2964092637517,CP009124,+,6301745,12.0622723453154,CP020700,-,5917316,12.7673450103318,,,,
,,,,,,,,NC_003888,+,2046348,15.2506603206416,NC_010572,+,7057951,13.7251799606873,CP009124,+,6398866,12.060404110122,CP020700,+,7005108,12.766325362185,,,,
,,,,,,,,NC_003888,+,6049721,46.8981022346834,NC_010572,+,7226412,15.6266860880349,CP009124,-,5752745,12.0585269414205,CP020700,+,5810649,12.7591182915145,,,,
,,,,,,,,NC_003888,+,5830309,49.5560079997522,NC_010572,+,6050882,32.3479816016963,CP009124,-,3672631,12.0537493960185,CP020700,+,4952534,12.7467696014861,,,,
,,,,,,,,NC_003888,+,4324430,76.9628514159536,NC_010572,+,4271087,32.8672402005921,CP009124,+,6698252,12.0524031976569,CP020700,+,4810253,12.738491047903,,,,
,,,,,,,,NC_003888,+,3134556,24.9265249206515,NC_010572,+,4696124,74.8100406984021,CP009124,+,4471592,12.0509277939522,CP020700,-,2694186,12.7309828382448,,,,
,,,,,,,,NC_003888,+,3145776,13.0197481348637,NC_010572,+,6909478,18.5242527107135,CP009124,-,6272684,12.0468874884832,CP020700,+,1180179,12.720522904342,,,,
,,,,,,,,NC_003888,+,6008485,22.2167006760061,NC_010572,+,6378804,32.3219578758894,CP009124,-,2196266,12.0421396255818,CP020700,-,212322,12.7072941622006,,,,
,,,,,,,,NC_003888,+,2613488,124.823763982491,NC_010572,+,2957823,60.5183734821112,CP009124,+,3205910,12.041707866886,CP020700,+,3144779,12.6924699818781,,,,
,,,,,,,,NC_003888,+,3715735,12.0171027485624,NC_010572,+,6050259,27.4569838235678,CP009124,-,3492780,12.0241361864194,CP020700,-,3718729,12.6870751749755,,,,
,,,,,,,,NC_003888,+,6893257,29.1782990974924,NC_010572,+,6315476,22.1704607243612,CP009124,-,422037,12.0187430507276,CP020700,+,5278659,12.6864785201346,,,,
,,,,,,,,NC_003888,+,6657398,106.695288423186,NC_010572,+,5390600,58.5156573754155,CP009124,+,4134385,12.0181375722101,CP020700,+,1226302,12.6619089612891,,,,
,,,,,,,,NC_003888,+,5319088,233.381429590093,NC_010572,+,5358343,14.7245181185856,,,,,CP020700,+,4841034,12.6595243524721,,,,
,,,,,,,,NC_003888,+,2871910,147.070913391152,NC_010572,+,4656545,16.5103600414133,,,,,CP020700,+,1146104,12.6498969247612,,,,
,,,,,,,,NC_003888,+,6285309,14.2363524006721,NC_010572,+,4046687,319.869150658694,,,,,CP020700,+,3363444,12.6431187673582,,,,
,,,,,,,,NC_003888,+,5395070,75.8546978689298,NC_010572,+,5086747,36.5910553612175,,,,,CP020700,+,1146044,12.623478753553,,,,
,,,,,,,,NC_003888,+,5889674,42.263674032678,NC_010572,+,5897252,103.310081119837,,,,,CP020700,-,1245967,12.6217404166509,,,,
,,,,,,,,NC_003888,+,6164025,67.4921880017438,NC_010572,+,3181477,12.0348283277184,,,,,CP020700,-,5566677,12.6136744528014,,,,
,,,,,,,,NC_003888,+,5141738,13.9577956061868,NC_010572,+,8099909,24.0823253172854,,,,,CP020700,+,2011879,12.608264379632,,,,
,,,,,,,,NC_003888,+,2220341,15.8917894805223,NC_010572,+,5974118,13.6786236925219,,,,,CP020700,-,1365650,12.5930675412504,,,,
,,,,,,,,NC_003888,+,6128324,28.3413903404238,NC_010572,+,202517,71.6156214424734,,,,,CP020700,+,3938016,12.592536215807,,,,
,,,,,,,,NC_003888,+,6045697,16.2911948868396,NC_010572,+,5437120,13.7452914585453,,,,,CP020700,-,2784729,12.590598881512,,,,
,,,,,,,,NC_003888,+,5594534,13.8533743384865,NC_010572,+,3912675,16.2912276740375,,,,,CP020700,+,3049713,12.5879904434387,,,,
,,,,,,,,NC_003888,+,4479605,53.6525512651316,NC_010572,+,7052653,20.0934484530581,,,,,CP020700,+,3509971,12.5876814570227,,,,
,,,,,,,,NC_003888,+,6208065,23.4790977142364,NC_010572,+,7049838,13.7497443917887,,,,,CP020700,+,6026806,12.5861954093902,,,,
,,,,,,,,NC_003888,+,5664575,22.4244412912335,NC_010572,+,7932680,13.1131965970273,,,,,CP020700,+,1244938,12.5677604310941,,,,
,,,,,,,,NC_003888,+,4273451,23.473557419098,NC_010572,+,5801657,15.0833772631676,,,,,CP020700,+,2220981,12.5619798224984,,,,
,,,,,,,,NC_003888,+,6099547,13.136801768306,NC_010572,+,5858873,61.425108945755,,,,,CP020700,+,5955679,12.5522132319302,,,,
,,,,,,,,NC_003888,+,5003672,12.9884154933283,NC_010572,+,6963986,13.9796782964073,,,,,CP020700,-,2384904,12.5089244829489,,,,
,,,,,,,,NC_003888,+,2860832,283.45495363267,NC_010572,+,1975698,12.936383315169,,,,,CP020700,-,2797920,12.5079211294257,,,,
,,,,,,,,NC_003888,+,5071644,14.046440725854,NC_010572,+,7633357,23.0344045323318,,,,,CP020700,+,7147691,12.4846393971346,,,,
,,,,,,,,NC_003888,+,5595605,19.5914094503513,NC_010572,+,4336779,462.362767728644,,,,,CP020700,-,3336839,12.4831234415783,,,,
,,,,,,,,NC_003888,+,4300288,18.1079927900865,NC_010572,+,6300499,17.1443404405606,,,,,CP020700,+,5924696,12.4793419616917,,,,
,,,,,,,,NC_003888,+,682596,13.7582040375979,NC_010572,+,3462661,18.5499431978895,,,,,CP020700,+,1855258,12.4653386206752,,,,
,,,,,,,,NC_003888,+,3944582,14.613909858343,NC_010572,+,5802322,24.452076340804,,,,,CP020700,-,4015174,12.45917782943,,,,
,,,,,,,,NC_003888,+,4479876,13.1340740082156,NC_010572,+,3674280,97.8743171705054,,,,,CP020700,+,4580850,12.4367679277603,,,,
,,,,,,,,NC_003888,+,5148520,74.9909247058655,NC_010572,+,4140373,22.652586325531,,,,,CP020700,+,559238,12.4259028174593,,,,
,,,,,,,,NC_003888,+,5180837,14.8883925741494,NC_010572,+,6194429,31.546335633327,,,,,CP020700,-,5134528,12.4197006899589,,,,
,,,,,,,,NC_003888,+,4552015,21.8518112388403,NC_010572,+,6750677,170.849568267957,,,,,CP020700,-,3599261,12.417238452539,,,,
,,,,,,,,NC_003888,+,1797253,417.343102881354,NC_010572,+,4694124,97.3876472421252,,,,,CP020700,+,4717475,12.4150340241169,,,,
,,,,,,,,NC_003888,+,4635240,80.7673761392147,NC_010572,+,4315172,56.8185812426472,,,,,CP020700,-,3045854,12.4118714062705,,,,
,,,,,,,,NC_003888,+,6246002,12.1085063513659,NC_010572,+,2936144,13.7714206086997,,,,,CP020700,-,5891298,12.4107352984821,,,,
,,,,,,,,NC_003888,+,7362888,16.8890285987541,NC_010572,+,6551774,146.359849946772,,,,,CP020700,+,1476515,12.3993369907176,,,,
,,,,,,,,NC_003888,+,2364139,16.0482342248577,NC_010572,+,6307661,12.8109369686217,,,,,CP020700,-,3983613,12.3946068903691,,,,
,,,,,,,,NC_003888,+,5235993,13.9360823580194,NC_010572,+,6316388,23.0014188677027,,,,,CP020700,+,2620931,12.3764889699677,,,,
,,,,,,,,NC_003888,+,3673174,18.2423115790842,NC_010572,+,2507059,15.392645257342,,,,,CP020700,+,4228054,12.3680830240802,,,,
,,,,,,,,NC_003888,+,5464447,27.7622967903238,NC_010572,+,5441754,18.0539132900205,,,,,CP020700,+,6458298,12.3538585749294,,,,
,,,,,,,,NC_003888,+,8534517,13.9567101145088,NC_010572,+,7161255,15.2293586989,,,,,CP020700,+,2664730,12.3514142918932,,,,
,,,,,,,,NC_003888,+,5174678,14.0938746427287,NC_010572,+,6194270,19.6458873107106,,,,,CP020700,-,4226963,12.3493917842815,,,,
,,,,,,,,NC_003888,+,5700034,92.7025811224288,NC_010572,+,2416386,12.1023369942325,,,,,CP020700,+,589928,12.3453515748174,,,,
,,,,,,,,NC_003888,+,6127273,17.8060478172095,NC_010572,+,2493053,45.4202693894886,,,,,CP020700,+,4036909,12.3383175642663,,,,
,,,,,,,,NC_003888,+,5093410,245.476035992497,NC_010572,+,4829891,13.669735068114,,,,,CP020700,+,4848323,12.3378016657545,,,,
,,,,,,,,NC_003888,+,4062237,67.5623345904988,NC_010572,+,2537278,12.6448610119574,,,,,CP020700,+,7409127,12.3304501614236,,,,
,,,,,,,,NC_003888,+,3501600,12.2917199607472,NC_010572,+,4851144,13.8795424987512,,,,,CP020700,-,2714248,12.3126903152114,,,,
,,,,,,,,NC_003888,+,400183,18.2891585910867,NC_010572,+,6448036,13.8309406706417,,,,,CP020700,+,4840791,12.3028143152587,,,,
,,,,,,,,NC_003888,+,6074511,18.6677676413012,NC_010572,+,7952339,45.7984107901136,,,,,CP020700,-,1461811,12.2920516631741,,,,
,,,,,,,,NC_003888,+,6336003,15.626682626394,NC_010572,+,2497178,17.7605965481386,,,,,CP020700,+,5327508,12.2889194124918,,,,
,,,,,,,,NC_003888,+,7267996,38.166888685132,NC_010572,+,6832944,12.4106809577512,,,,,CP020700,+,4937545,12.2784808238829,,,,
,,,,,,,,NC_003888,+,1381299,20.2827395080396,NC_010572,+,1885480,19.7905669945303,,,,,CP020700,+,5619218,12.2628333832963,,,,
,,,,,,,,NC_003888,+,5475775,13.017310373382,NC_010572,+,6913689,13.4526940440302,,,,,CP020700,+,5967174,12.2504818602021,,,,
,,,,,,,,NC_003888,+,6074623,158.494637584395,NC_010572,+,4545239,18.4992872204633,,,,,CP020700,-,5283348,12.2353812659801,,,,
,,,,,,,,NC_003888,+,6096950,33.5415513353045,NC_010572,+,3018382,14.9309805338246,,,,,CP020700,-,1260157,12.229336403265,,,,
,,,,,,,,NC_003888,+,3766987,100.684132119233,NC_010572,+,2134818,19.3695669602329,,,,,CP020700,+,582875,12.2017146857308,,,,
,,,,,,,,NC_003888,+,3088380,14.4861071316114,NC_010572,+,5926684,626.905308815085,,,,,CP020700,+,4894273,12.1874887114841,,,,
,,,,,,,,NC_003888,+,2787724,13.2699359590099,NC_010572,+,5744594,38.390721407735,,,,,CP020700,+,6501448,12.1798429369242,,,,
,,,,,,,,NC_003888,+,6084673,56.3402710584453,NC_010572,+,3945132,60.3104699898604,,,,,CP020700,+,3914417,12.1796044166747,,,,
,,,,,,,,NC_003888,+,7559589,60.5324683905805,NC_010572,+,6713461,12.61544622603,,,,,CP020700,+,4833237,12.178111836876,,,,
,,,,,,,,NC_003888,+,1924355,105.951251783233,NC_010572,+,5531970,56.8427752468817,,,,,CP020700,-,2692673,12.1770278667504,,,,
,,,,,,,,NC_003888,+,5007667,13.5468002293011,NC_010572,+,416728,62.0452124390152,,,,,CP020700,+,716770,12.1704848889784,,,,
,,,,,,,,NC_003888,+,5836787,19.3211552411148,NC_010572,+,5519032,18.9031607176215,,,,,CP020700,+,1640915,12.1603947679829,,,,
,,,,,,,,NC_003888,+,4887126,19.4060702432226,NC_010572,+,5426819,12.4935053395933,,,,,CP020700,-,6193862,12.1553190845387,,,,
,,,,,,,,NC_003888,+,6367793,18.6300652816978,NC_010572,+,4773290,12.8495951208606,,,,,CP020700,-,2412485,12.1478761833367,,,,
,,,,,,,,NC_003888,+,3425077,77.9378448636225,NC_010572,+,5261825,45.6498814650851,,,,,CP020700,+,5968982,12.1430326836645,,,,
,,,,,,,,NC_003888,+,769642,34.4525980351147,NC_010572,+,6300045,12.6864090601768,,,,,CP020700,-,6598779,12.135066924543,,,,
,,,,,,,,NC_003888,+,5839862,14.5150277211596,NC_010572,+,4155151,54.7510260142391,,,,,CP020700,-,5134767,12.1297596212806,,,,
,,,,,,,,NC_003888,+,5401439,26.9639256907137,NC_010572,+,7254242,17.3596415192134,,,,,CP020700,+,3753563,12.0899359492464,,,,
,,,,,,,,NC_003888,+,2326308,16.0063205377079,NC_010572,+,5396100,27.9764922778821,,,,,CP020700,-,1423569,12.0882489500494,,,,
,,,,,,,,NC_003888,+,5648387,14.1340331305434,NC_010572,+,4035825,28.7737642467731,,,,,CP020700,-,4037069,12.0843119304566,,,,
,,,,,,,,NC_003888,+,2344487,21.9782144794559,NC_010572,+,2004819,371.379489907643,,,,,CP020700,-,1334521,12.0770566131562,,,,
,,,,,,,,NC_003888,+,3155273,58.413093071401,NC_010572,+,8014288,14.5748290143947,,,,,CP020700,+,5544440,12.0680194352957,,,,
,,,,,,,,NC_003888,+,6286392,12.4732904608559,NC_010572,+,5923932,49.0263968219602,,,,,CP020700,+,4851217,12.0574563993955,,,,
,,,,,,,,NC_003888,+,6226091,23.5936543826932,NC_010572,+,3237296,15.0263743445077,,,,,CP020700,+,1441156,12.0571399028191,,,,
,,,,,,,,NC_003888,+,2227116,12.1676390490574,NC_010572,+,4762203,14.4816902253443,,,,,CP020700,-,1727361,12.0445831568042,,,,
,,,,,,,,NC_003888,+,4710859,27.9166506450507,NC_010572,+,5270060,13.6839329947491,,,,,CP020700,+,5354700,12.0391054123659,,,,
,,,,,,,,NC_003888,+,2563143,97.4372353587592,NC_010572,+,2053514,13.9496248015832,,,,,CP020700,+,5618853,12.0343962270415,,,,
,,,,,,,,NC_003888,+,6128184,13.6597260127771,NC_010572,+,4238037,33.7238566821382,,,,,CP020700,+,1664750,12.0211078293787,,,,
,,,,,,,,NC_003888,+,7043170,23.0804559913697,NC_010572,+,2198075,15.6598438705419,,,,,CP020700,-,1233741,12.0093671050123,,,,
,,,,,,,,NC_003888,+,5085602,418.10280355096,NC_010572,+,5865847,12.6337088346873,,,,,,,,,,,,
,,,,,,,,NC_003888,+,3713456,15.9262331335753,NC_010572,+,2645592,85.6128265809054,,,,,,,,,,,,
,,,,,,,,NC_003888,+,7238000,13.8460520129989,NC_010572,+,6588073,25.3386018160001,,,,,,,,,,,,
,,,,,,,,NC_003888,+,4424855,14.9623062443798,NC_010572,+,7626907,18.0915223991918,,,,,,,,,,,,
,,,,,,,,NC_003888,+,6890472,13.1751899765685,NC_010572,+,6193411,12.1042284661788,,,,,,,,,,,,
,,,,,,,,NC_003888,+,3047766,12.957771964837,NC_010572,+,4236793,155.547245690866,,,,,,,,,,,,
,,,,,,,,NC_003888,+,4714314,57.8470908131148,NC_010572,+,7102003,20.0200071563462,,,,,,,,,,,,
,,,,,,,,NC_003888,+,4515427,64.0124463899159,NC_010572,+,6189985,20.7788731651901,,,,,,,,,,,,
,,,,,,,,NC_003888,+,4618782,16.4405287779843,NC_010572,+,4335514,304.880057720376,,,,,,,,,,,,
,,,,,,,,NC_003888,+,2486394,20.1474438757483,NC_010572,+,3586115,474.15417661626,,,,,,,,,,,,
,,,,,,,,NC_003888,+,5314549,14.8329086420127,NC_010572,+,5409513,16.3848614454304,,,,,,,,,,,,
,,,,,,,,NC_003888,+,236754,23.6517783161598,NC_010572,+,5822458,39.975522945832,,,,,,,,,,,,
,,,,,,,,NC_003888,+,5968806,18.4303329168515,NC_010572,+,5183254,21.1979301947437,,,,,,,,,,,,
,,,,,,,,NC_003888,+,6663475,13.4548392819727,NC_010572,+,6654999,28.6653108225224,,,,,,,,,,,,
,,,,,,,,NC_003888,+,4914543,15.1080926606298,NC_010572,+,6872588,31.5261053521864,,,,,,,,,,,,
,,,,,,,,NC_003888,+,5981220,12.596847990694,NC_010572,+,6910670,21.0582926427926,,,,,,,,,,,,
,,,,,,,,NC_003888,+,4239802,15.0312996526797,NC_010572,+,3925776,14.7306825734247,,,,,,,,,,,,
,,,,,,,,NC_003888,+,5185507,13.8567425360505,NC_010572,+,6777776,12.9471217845189,,,,,,,,,,,,
,,,,,,,,NC_003888,+,5035339,12.1997398552627,NC_010572,+,2957896,12.0738517267189,,,,,,,,,,,,
,,,,,,,,NC_003888,+,5315914,16.6278415328694,NC_010572,+,2788902,27.8464077300721,,,,,,,,,,,,
,,,,,,,,NC_003888,+,4171284,27.7194779674329,NC_010572,+,5676078,25.5633274349654,,,,,,,,,,,,
,,,,,,,,NC_003888,+,8460871,12.6615626170148,NC_010572,+,6352303,39.9800736098466,,,,,,,,,,,,
,,,,,,,,NC_003888,+,5369952,25.7733937305068,NC_010572,+,6304922,13.5436642313797,,,,,,,,,,,,
,,,,,,,,NC_003888,+,6444704,16.3549145992129,NC_010572,+,5440401,24.3610098284032,,,,,,,,,,,,
,,,,,,,,NC_003888,+,817072,15.7900512040936,NC_010572,+,5799630,12.4790524570968,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,7713464,51.6565207104936,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5208683,23.1517939565351,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,844907,13.0371902242357,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6860933,15.8510841108889,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4810965,18.7213897889654,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4833621,12.0946474984012,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,1432009,27.1400756090831,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,7495843,14.5114774234965,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,7201482,15.3349089099846,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,2448361,19.9441921716693,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5634026,14.4146597883548,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5676643,16.6331262022055,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5430775,222.912140811562,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4985610,17.911316402595,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4098703,14.5327283428669,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6872038,17.8117923330331,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5589037,32.858165377576,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4383469,17.6201301038431,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5882252,16.1227643397485,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4675175,29.3866509961864,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,1575803,32.6864329326022,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4542677,13.9065864152599,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4136709,18.0345320325778,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5972635,659.132907801538,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6380345,16.1215816342954,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4128854,25.2587247984517,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,483556,169.067065092117,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6911193,98.8127158647707,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,2689784,167.990534123892,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6573853,12.5928177908601,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5269472,12.9660818884428,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,1432208,15.3443790170371,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,3740146,16.1658783036965,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,1389935,16.8376130137446,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6909563,14.1291205942645,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,3444075,31.2839051111283,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5301283,20.9378184370877,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,7256062,16.4832257274783,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6910426,16.559364864821,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,2588865,535.893147803184,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4148584,16.3642771042543,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6309311,251.786584155807,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4146262,46.760468200141,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6553964,13.6194330673657,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,2804443,17.3196651458401,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6052238,51.3495359099754,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,7093644,19.387330229628,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4584366,15.8476576285969,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,905873,14.3289126944394,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,7627148,13.2209278444535,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4433414,70.5249556158927,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5240893,36.0499145043179,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4302332,28.1295633761411,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,2645950,17.5739903217996,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4548107,15.2380851774596,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4344640,26.0050884548398,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6295193,34.9048698126142,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6777927,18.4252349306575,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4293430,27.4227187162094,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,3249893,44.029922471561,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,7514449,20.5094408101116,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5776090,13.8828137222194,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5353871,15.3847622420001,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4207722,13.2380887378098,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6826121,237.314111796481,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,7056724,20.4821157719946,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6481748,27.4731399948002,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4244429,14.6889138646142,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,7056889,13.2982084730772,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,7038869,19.5425855498679,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,2537812,14.9254519054215,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,8245180,12.1551923834883,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6574030,16.866863671462,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5905035,14.6460361911525,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6152645,16.4356867290628,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6988917,16.9049677067598,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,7547228,15.3540312720134,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,2956984,12.4567906079764,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4858765,17.248493404101,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6386624,19.3191501434509,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,7050126,69.161420690101,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6305807,31.6711067365867,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,3928412,28.6815231395901,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4182057,20.0912969932232,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,2645893,33.6626109790519,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,8013521,17.0873206756348,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,3582116,948.011796742413,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6352428,18.3930035341189,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,2511873,142.826970082341,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4781748,30.4497461825865,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5307785,25.4322533635621,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4035884,17.7342884293053,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6987150,12.8897687511916,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,2046992,15.6246236570368,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,2659707,25.9551130299722,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,7066011,24.0485056272165,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4029861,51.0008318258688,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,2945156,18.1893452366232,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4913521,13.3003229195336,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,7101869,23.2319716510274,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,7101552,15.0685934570114,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,7035208,14.1513587515884,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6300703,13.5389677123945,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,2047157,14.9048975183437,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4712819,413.055406037767,,,,,,,,,,,,
